Order_ID,Product_Category,Original_Price,Discount_Percent,Quantity_Sold,Customer_Type,Region,Discount_Amount,Final_Price,Revenue
2574,Electronics,656.42,30,5,Returning,South,196.93,459.49,2297.45
2575,Clothing,658.85,25,5,New,West,164.71,494.14,2470.7
2576,Sports,1803.59,50,1,Returning,South,901.8,901.79,901.79
2577,Beauty,3837.99,30,1,New,East,1151.4,2686.59,2686.59
2578,Clothing,3079.06,10,6,New,North,307.91,2771.15,16626.9
2579,Electronics,602.66,10,5,New,North,60.27,542.39,2711.95
2580,Electronics,4275.96,0,6,Returning,West,0.0,4275.96,25655.76
2581,Electronics,3046.7,40,9,Returning,North,1218.68,1828.02,16452.18
2582,Sports,4808.19,0,8,New,East,0.0,4808.19,38465.52
2583,Sports,3383.91,5,7,New,West,169.2,3214.71,22502.97
2584,Clothing,958.36,30,7,New,West,287.51,670.85,4695.95
2585,Beauty,2421.54,0,6,Returning,South,0.0,2421.54,14529.24
2586,Clothing,3277.64,15,6,New,East,491.65,2785.99,16715.94
2587,Home,238.5,50,1,Returning,South,119.25,119.25,119.25
2588,Electronics,173.06,40,7,New,West,69.22,103.84,726.88
2589,Electronics,734.07,40,5,Returning,South,293.63,440.44,2202.2
2590,Electronics,1333.16,10,7,Returning,East,133.32,1199.84,8398.88
2591,Clothing,2204.79,20,6,Returning,South,440.96,1763.83,10582.98
2592,Clothing,2488.46,15,8,Returning,West,373.27,2115.19,16921.52
2593,Electronics,776.34,40,3,Returning,South,310.54,465.8,1397.4
2594,Clothing,3399.62,30,8,Returning,West,1019.89,2379.73,19037.84
2595,Sports,3021.08,30,7,New,West,906.32,2114.76,14803.32
2596,Sports,1542.87,30,1,New,South,462.86,1080.01,1080.01
2597,Clothing,166.93,0,3,New,North,0.0,166.93,500.79
2598,Electronics,480.47,30,4,Returning,East,144.14,336.33,1345.32
2599,Clothing,2019.3,15,9,Returning,West,302.9,1716.4,15447.6
2600,Clothing,854.47,10,6,Returning,North,85.45,769.02,4614.12
2601,Clothing,1946.42,20,7,New,East,389.28,1557.14,10899.98
2602,Home,3178.09,5,5,Returning,North,158.9,3019.19,15095.95
2603,Sports,2781.46,40,3,New,South,1112.58,1668.88,5006.64
2604,Beauty,1232.76,50,5,New,West,616.38,616.38,3081.9
2605,Beauty,1784.73,20,7,New,North,356.95,1427.78,9994.46
2606,Home,3108.75,10,9,Returning,North,310.88,2797.87,25180.83
2607,Clothing,4318.19,30,9,New,East,1295.46,3022.73,27204.57
2608,Home,3790.75,0,8,New,East,0.0,3790.75,30326.0
2609,Home,2811.66,10,5,Returning,West,281.17,2530.49,12652.45
2610,Electronics,1875.24,50,7,New,North,937.62,937.62,6563.34
2611,Sports,1888.75,5,4,New,West,94.44,1794.31,7177.24
2612,Beauty,4409.14,50,5,New,East,2204.57,2204.57,11022.85
2613,Clothing,292.29,0,4,Returning,West,0.0,292.29,1169.16
2614,Beauty,4941.11,15,3,Returning,South,741.17,4199.94,12599.82
2615,Beauty,3355.44,25,1,Returning,West,838.86,2516.58,2516.58
2616,Sports,3437.57,30,5,Returning,South,1031.27,2406.3,12031.5
2617,Beauty,286.19,10,2,New,West,28.62,257.57,515.14
2618,Beauty,3067.09,50,6,Returning,West,1533.54,1533.55,9201.3
2619,Home,2475.41,15,5,Returning,South,371.31,2104.1,10520.5
2620,Sports,618.32,20,2,New,East,123.66,494.66,989.32
2621,Electronics,1461.82,40,8,New,West,584.73,877.09,7016.72
2622,Clothing,4462.54,10,5,Returning,East,446.25,4016.29,20081.45
2623,Beauty,2794.94,40,2,New,North,1117.98,1676.96,3353.92
2624,Clothing,2125.74,0,1,New,East,0.0,2125.74,2125.74
2625,Electronics,456.14,40,2,Returning,North,182.46,273.68,547.36
2626,Clothing,3599.2,40,1,Returning,East,1439.68,2159.52,2159.52
2627,Electronics,3543.97,25,3,New,East,885.99,2657.98,7973.94
2628,Home,3108.81,20,3,New,North,621.76,2487.05,7461.15
2629,Beauty,2600.29,50,1,Returning,South,1300.14,1300.15,1300.15
2630,Electronics,2225.54,25,7,Returning,East,556.38,1669.16,11684.12
2631,Clothing,3007.03,0,7,Returning,North,0.0,3007.03,21049.21
2632,Beauty,1243.64,25,9,New,East,310.91,932.73,8394.57
2633,Home,4712.17,0,5,New,East,0.0,4712.17,23560.85
2634,Beauty,2985.09,25,4,New,East,746.27,2238.82,8955.28
2635,Electronics,1624.84,10,5,Returning,East,162.48,1462.36,7311.8
2636,Home,2303.43,25,8,Returning,West,575.86,1727.57,13820.56
2637,Clothing,4047.86,25,8,Returning,East,1011.96,3035.9,24287.2
2638,Home,891.92,0,4,Returning,North,0.0,891.92,3567.68
2639,Home,1534.89,50,8,Returning,East,767.44,767.45,6139.6
2640,Sports,3429.59,40,4,New,North,1371.84,2057.75,8231.0
2641,Home,1645.9,5,4,New,North,82.3,1563.6,6254.4
2642,Home,3983.26,5,8,New,South,199.16,3784.1,30272.8
2643,Beauty,739.22,20,2,New,North,147.84,591.38,1182.76
2644,Clothing,3837.16,5,4,New,North,191.86,3645.3,14581.2
2645,Beauty,434.92,0,1,New,South,0.0,434.92,434.92
2646,Beauty,161.7,5,1,Returning,East,8.09,153.61,153.61
2647,Electronics,4501.3,20,8,Returning,West,900.26,3601.04,28808.32
2648,Beauty,2948.56,30,4,Returning,South,884.57,2063.99,8255.96
2649,Sports,1823.95,20,6,Returning,West,364.79,1459.16,8754.96
2650,Sports,1239.71,0,5,New,East,0.0,1239.71,6198.55
2651,Electronics,3122.74,30,6,New,East,936.82,2185.92,13115.52
2652,Clothing,2594.11,25,4,New,West,648.53,1945.58,7782.32
2653,Clothing,4958.83,30,4,Returning,West,1487.65,3471.18,13884.72
2654,Beauty,4917.76,5,7,Returning,North,245.89,4671.87,32703.09
2655,Beauty,3211.62,20,1,Returning,East,642.32,2569.3,2569.3
2656,Beauty,2270.07,40,9,New,South,908.03,1362.04,12258.36
2657,Clothing,2506.59,30,3,New,South,751.98,1754.61,5263.83
2658,Home,3444.15,25,4,Returning,East,861.04,2583.11,10332.44
2659,Sports,597.72,25,9,Returning,West,149.43,448.29,4034.61
2660,Home,1708.93,0,5,Returning,West,0.0,1708.93,8544.65
2661,Home,468.83,0,4,Returning,South,0.0,468.83,1875.32
2662,Clothing,459.47,30,6,Returning,West,137.84,321.63,1929.78
2663,Home,1059.61,10,1,Returning,South,105.96,953.65,953.65
2664,Electronics,2477.74,25,1,New,North,619.43,1858.31,1858.31
2665,Beauty,3945.39,20,5,Returning,North,789.08,3156.31,15781.55
2666,Electronics,2478.93,10,5,New,North,247.89,2231.04,11155.2
2667,Sports,1743.84,25,9,New,East,435.96,1307.88,11770.92
2668,Beauty,503.53,10,1,Returning,West,50.35,453.18,453.18
2669,Home,2796.45,40,3,New,North,1118.58,1677.87,5033.61
2670,Sports,1429.22,30,3,Returning,South,428.77,1000.45,3001.35
2671,Beauty,3113.18,50,4,Returning,North,1556.59,1556.59,6226.36
2672,Home,4888.22,20,7,Returning,West,977.64,3910.58,27374.06
2673,Electronics,645.44,0,7,Returning,South,0.0,645.44,4518.08
2674,Beauty,1139.41,40,5,New,North,455.76,683.65,3418.25
2675,Home,2418.16,5,9,New,West,120.91,2297.25,20675.25
2676,Electronics,4846.21,25,7,Returning,South,1211.55,3634.66,25442.62
2677,Sports,3881.87,0,2,New,North,0.0,3881.87,7763.74
2678,Sports,4501.32,25,3,Returning,North,1125.33,3375.99,10127.97
2679,Sports,1735.2,15,7,Returning,West,260.28,1474.92,10324.44
2680,Sports,4960.99,20,5,Returning,North,992.2,3968.79,19843.95
2681,Clothing,603.88,30,7,Returning,West,181.16,422.72,2959.04
2682,Beauty,359.57,25,9,Returning,North,89.89,269.68,2427.12
2683,Beauty,4292.45,0,9,New,South,0.0,4292.45,38632.05
2684,Clothing,4643.6,50,3,New,North,2321.8,2321.8,6965.4
2685,Home,543.87,25,8,New,East,135.97,407.9,3263.2
2686,Home,655.79,25,6,Returning,North,163.95,491.84,2951.04
2687,Sports,262.55,50,4,Returning,West,131.28,131.27,525.08
2688,Electronics,612.09,20,4,New,North,122.42,489.67,1958.68
2689,Home,1126.16,25,4,New,East,281.54,844.62,3378.48
2690,Electronics,4853.38,25,7,Returning,South,1213.34,3640.04,25480.28
2691,Beauty,3372.52,30,6,Returning,East,1011.76,2360.76,14164.56
2692,Electronics,3914.91,50,2,Returning,South,1957.46,1957.45,3914.9
2693,Beauty,3903.08,20,5,Returning,East,780.62,3122.46,15612.3
2694,Clothing,2721.86,20,5,New,East,544.37,2177.49,10887.45
2695,Clothing,4007.7,15,6,New,East,601.16,3406.54,20439.24
2696,Sports,3019.46,15,7,Returning,South,452.92,2566.54,17965.78
2697,Home,1641.28,40,8,New,North,656.51,984.77,7878.16
2698,Sports,2849.44,5,8,New,West,142.47,2706.97,21655.76
2699,Beauty,2714.19,40,5,Returning,North,1085.68,1628.51,8142.55
2700,Sports,4134.92,5,2,New,East,206.75,3928.17,7856.34
2701,Electronics,4910.46,0,8,Returning,South,0.0,4910.46,39283.68
2702,Beauty,2114.11,50,6,New,South,1057.06,1057.05,6342.3
2703,Clothing,3840.61,40,3,Returning,North,1536.24,2304.37,6913.11
2704,Home,588.84,25,4,Returning,South,147.21,441.63,1766.52
2705,Beauty,3906.47,15,1,New,South,585.97,3320.5,3320.5
2706,Beauty,1919.94,5,3,Returning,East,96.0,1823.94,5471.82
2707,Electronics,293.01,40,4,Returning,South,117.2,175.81,703.24
2708,Home,1879.91,10,2,Returning,South,187.99,1691.92,3383.84
2709,Clothing,3092.15,15,6,Returning,East,463.82,2628.33,15769.98
2710,Beauty,684.33,20,8,New,North,136.87,547.46,4379.68
2711,Beauty,4627.77,15,6,Returning,West,694.17,3933.6,23601.6
2712,Electronics,480.59,40,3,New,West,192.24,288.35,865.05
2713,Sports,4657.03,50,9,New,West,2328.52,2328.51,20956.59
2714,Clothing,3564.97,0,4,New,North,0.0,3564.97,14259.88
2715,Home,1715.59,5,6,Returning,South,85.78,1629.81,9778.86
2716,Beauty,2014.68,15,4,New,East,302.2,1712.48,6849.92
2717,Beauty,3729.97,0,4,Returning,North,0.0,3729.97,14919.88
2718,Clothing,3047.21,25,2,Returning,West,761.8,2285.41,4570.82
2719,Sports,3391.05,20,2,Returning,South,678.21,2712.84,5425.68
2720,Beauty,2006.91,30,2,New,West,602.07,1404.84,2809.68
2721,Clothing,2490.29,25,2,Returning,West,622.57,1867.72,3735.44
2722,Electronics,4950.35,10,8,New,West,495.04,4455.31,35642.48
2723,Sports,1148.22,20,4,Returning,North,229.64,918.58,3674.32
2724,Home,2147.5,10,4,Returning,South,214.75,1932.75,7731.0
2725,Beauty,1529.93,50,3,New,West,764.96,764.97,2294.91
2726,Clothing,3849.05,5,5,Returning,North,192.45,3656.6,18283.0
2727,Electronics,3843.66,25,4,Returning,East,960.92,2882.74,11530.96
2728,Home,1532.98,50,7,New,East,766.49,766.49,5365.43
2729,Clothing,498.81,30,7,New,North,149.64,349.17,2444.19
2730,Clothing,156.02,20,6,New,East,31.2,124.82,748.92
2731,Home,2194.51,5,7,New,West,109.73,2084.78,14593.46
2732,Electronics,2110.65,5,7,New,North,105.53,2005.12,14035.84
2733,Electronics,4943.11,15,8,Returning,North,741.47,4201.64,33613.12
2734,Sports,2402.03,5,1,Returning,East,120.1,2281.93,2281.93
2735,Beauty,1356.45,40,3,New,South,542.58,813.87,2441.61
2736,Home,4467.02,30,3,New,East,1340.11,3126.91,9380.73
2737,Home,2506.23,30,5,Returning,West,751.87,1754.36,8771.8
2738,Home,3035.96,10,7,New,South,303.6,2732.36,19126.52
2739,Electronics,568.78,30,6,Returning,South,170.63,398.15,2388.9
2740,Beauty,1976.29,40,4,New,West,790.52,1185.77,4743.08
2741,Sports,4726.7,20,6,Returning,South,945.34,3781.36,22688.16
2742,Clothing,2988.58,0,7,Returning,North,0.0,2988.58,20920.06
2743,Clothing,1788.06,0,4,New,South,0.0,1788.06,7152.24
2744,Home,3165.77,15,8,New,South,474.87,2690.9,21527.2
2745,Beauty,4561.01,5,5,Returning,East,228.05,4332.96,21664.8
2746,Electronics,1442.55,30,3,Returning,North,432.76,1009.79,3029.37
2747,Beauty,2575.07,10,2,New,West,257.51,2317.56,4635.12
2748,Beauty,4797.58,15,1,New,North,719.64,4077.94,4077.94
2749,Electronics,944.74,50,4,Returning,South,472.37,472.37,1889.48
2750,Home,3626.35,5,2,Returning,East,181.32,3445.03,6890.06
2751,Beauty,3110.96,40,3,Returning,West,1244.38,1866.58,5599.74
2752,Clothing,3430.41,0,1,New,West,0.0,3430.41,3430.41
2753,Electronics,1820.98,10,6,New,South,182.1,1638.88,9833.28
2754,Sports,1638.01,15,4,New,North,245.7,1392.31,5569.24
2755,Home,3452.63,25,5,New,East,863.16,2589.47,12947.35
2756,Electronics,1156.16,0,8,New,North,0.0,1156.16,9249.28
2757,Sports,2156.31,40,4,Returning,North,862.52,1293.79,5175.16
2758,Sports,1022.06,5,6,Returning,West,51.1,970.96,5825.76
2759,Beauty,140.69,20,3,New,North,28.14,112.55,337.65
2760,Beauty,4853.28,25,8,Returning,North,1213.32,3639.96,29119.68
2761,Beauty,2215.34,40,3,Returning,West,886.14,1329.2,3987.6
2762,Electronics,4849.81,10,7,Returning,West,484.98,4364.83,30553.81
2763,Electronics,787.59,50,7,Returning,North,393.8,393.79,2756.53
2764,Home,2978.1,20,3,Returning,West,595.62,2382.48,7147.44
2765,Beauty,1084.77,40,3,New,East,433.91,650.86,1952.58
2766,Sports,3971.36,15,8,Returning,East,595.7,3375.66,27005.28
2767,Clothing,3940.14,50,3,New,North,1970.07,1970.07,5910.21
2768,Home,651.78,40,2,New,South,260.71,391.07,782.14
2769,Electronics,4569.12,20,5,Returning,West,913.82,3655.3,18276.5
2770,Home,1053.69,10,7,Returning,South,105.37,948.32,6638.24
2771,Home,3103.59,0,8,Returning,West,0.0,3103.59,24828.72
2772,Home,4929.6,20,1,Returning,West,985.92,3943.68,3943.68
2773,Home,4423.74,20,2,New,North,884.75,3538.99,7077.98
2774,Clothing,4787.16,15,7,Returning,East,718.07,4069.09,28483.63
2775,Beauty,1778.73,40,9,New,South,711.49,1067.24,9605.16
2776,Sports,617.32,10,3,New,East,61.73,555.59,1666.77
2777,Home,1022.9,50,8,Returning,East,511.45,511.45,4091.6
2778,Home,2552.42,10,3,New,South,255.24,2297.18,6891.54
2779,Home,3986.83,15,4,New,West,598.02,3388.81,13555.24
2780,Beauty,835.75,25,2,New,South,208.94,626.81,1253.62
2781,Electronics,3332.68,50,9,Returning,East,1666.34,1666.34,14997.06
2782,Electronics,1685.53,5,5,New,South,84.28,1601.25,8006.25
2783,Clothing,1771.89,5,5,Returning,North,88.59,1683.3,8416.5
2784,Electronics,3343.4,5,4,New,West,167.17,3176.23,12704.92
2785,Home,2388.3,20,5,New,West,477.66,1910.64,9553.2
2786,Home,4078.96,25,1,Returning,South,1019.74,3059.22,3059.22
2787,Home,864.0,10,6,New,West,86.4,777.6,4665.6
2788,Clothing,3970.75,10,4,Returning,West,397.08,3573.67,14294.68
2789,Home,414.75,5,4,New,East,20.74,394.01,1576.04
2790,Electronics,1050.86,25,5,New,East,262.71,788.15,3940.75
2791,Beauty,3315.13,0,1,Returning,West,0.0,3315.13,3315.13
2792,Beauty,4289.14,50,4,New,West,2144.57,2144.57,8578.28
2793,Sports,1338.13,15,3,Returning,East,200.72,1137.41,3412.23
2794,Electronics,1703.24,5,5,New,West,85.16,1618.08,8090.4
2795,Home,2731.89,25,5,Returning,West,682.97,2048.92,10244.6
2796,Beauty,1136.71,20,8,New,East,227.34,909.37,7274.96
2797,Electronics,4074.67,10,1,Returning,East,407.47,3667.2,3667.2
2798,Beauty,3890.82,10,3,Returning,East,389.08,3501.74,10505.22
2799,Home,811.93,20,5,Returning,North,162.39,649.54,3247.7
2800,Beauty,2372.77,15,3,New,East,355.92,2016.85,6050.55
2801,Sports,3896.66,20,6,Returning,West,779.33,3117.33,18703.98
2802,Sports,1752.91,5,3,New,East,87.65,1665.26,4995.78
2803,Beauty,3202.22,0,6,Returning,North,0.0,3202.22,19213.32
2804,Electronics,346.04,20,8,Returning,East,69.21,276.83,2214.64
2805,Electronics,3082.57,0,4,Returning,East,0.0,3082.57,12330.28
2806,Electronics,848.0,10,8,New,North,84.8,763.2,6105.6
2807,Beauty,4169.86,40,7,Returning,South,1667.94,2501.92,17513.44
2808,Electronics,1841.7,40,4,New,South,736.68,1105.02,4420.08
2809,Home,1479.61,50,3,Returning,East,739.8,739.81,2219.43
2810,Sports,4220.36,0,5,Returning,South,0.0,4220.36,21101.8
2811,Home,345.71,15,5,Returning,South,51.86,293.85,1469.25
2812,Electronics,2043.38,25,7,New,West,510.84,1532.54,10727.78
2813,Home,1913.02,30,1,Returning,West,573.91,1339.11,1339.11
2814,Electronics,1495.52,20,9,New,West,299.1,1196.42,10767.78
2815,Beauty,4567.6,30,2,Returning,North,1370.28,3197.32,6394.64
2816,Home,3779.55,40,9,New,South,1511.82,2267.73,20409.57
2817,Beauty,413.22,25,9,New,East,103.3,309.92,2789.28
2818,Beauty,3601.97,15,3,Returning,North,540.3,3061.67,9185.01
2819,Clothing,2683.77,0,7,Returning,South,0.0,2683.77,18786.39
2820,Electronics,4514.25,20,3,New,East,902.85,3611.4,10834.2
2821,Sports,1633.43,15,8,New,North,245.01,1388.42,11107.36
2822,Electronics,2913.39,20,8,New,West,582.68,2330.71,18645.68
2823,Sports,2553.7,15,3,Returning,East,383.06,2170.64,6511.92
2824,Electronics,2498.85,50,5,New,West,1249.42,1249.43,6247.15
2825,Beauty,2334.92,10,7,Returning,South,233.49,2101.43,14710.01
2826,Home,1107.58,10,1,Returning,East,110.76,996.82,996.82
2827,Home,3802.98,30,3,New,West,1140.89,2662.09,7986.27
2828,Clothing,2311.55,5,1,New,West,115.58,2195.97,2195.97
2829,Sports,4796.73,50,2,New,South,2398.36,2398.37,4796.74
2830,Sports,1377.96,40,7,New,South,551.18,826.78,5787.46
2831,Sports,3445.44,25,7,New,South,861.36,2584.08,18088.56
2832,Beauty,4709.51,50,3,New,South,2354.76,2354.75,7064.25
2833,Sports,3350.95,10,6,New,South,335.1,3015.85,18095.1
2834,Home,4369.24,15,6,Returning,North,655.39,3713.85,22283.1
2835,Beauty,4154.66,30,2,New,West,1246.4,2908.26,5816.52
2836,Electronics,1864.58,0,9,New,South,0.0,1864.58,16781.22
2837,Sports,3040.61,0,8,New,West,0.0,3040.61,24324.88
2838,Sports,865.68,0,2,Returning,North,0.0,865.68,1731.36
2839,Electronics,2724.08,40,4,Returning,East,1089.63,1634.45,6537.8
2840,Sports,1229.07,25,9,New,West,307.27,921.8,8296.2
2841,Electronics,3744.31,10,4,Returning,West,374.43,3369.88,13479.52
2842,Beauty,2687.49,30,7,New,West,806.25,1881.24,13168.68
2843,Home,2115.01,25,5,New,East,528.75,1586.26,7931.3
2844,Electronics,1417.11,20,6,New,North,283.42,1133.69,6802.14
2845,Clothing,4993.62,10,1,Returning,West,499.36,4494.26,4494.26
2846,Electronics,451.38,15,4,Returning,North,67.71,383.67,1534.68
2847,Sports,313.45,0,5,Returning,West,0.0,313.45,1567.25
2848,Beauty,1164.56,50,6,Returning,West,582.28,582.28,3493.68
2849,Beauty,4858.26,20,6,Returning,West,971.65,3886.61,23319.66
2850,Electronics,4898.27,5,5,Returning,East,244.91,4653.36,23266.8
2851,Home,3309.15,50,3,New,North,1654.58,1654.57,4963.71
2852,Clothing,4412.52,30,2,Returning,North,1323.76,3088.76,6177.52
2853,Beauty,1148.41,40,7,New,South,459.36,689.05,4823.35
2854,Sports,4863.01,10,1,Returning,West,486.3,4376.71,4376.71
2855,Sports,799.65,30,5,New,East,239.9,559.75,2798.75
2856,Home,595.51,0,4,New,West,0.0,595.51,2382.04
2857,Beauty,649.84,25,7,Returning,North,162.46,487.38,3411.66
2858,Electronics,2908.33,25,2,New,North,727.08,2181.25,4362.5
2859,Sports,3926.77,25,8,Returning,West,981.69,2945.08,23560.64
2860,Home,1896.67,10,9,New,North,189.67,1707.0,15363.0
2861,Beauty,4891.69,25,1,New,West,1222.92,3668.77,3668.77
2862,Beauty,2228.66,10,5,Returning,West,222.87,2005.79,10028.95
2863,Beauty,837.2,50,4,New,South,418.6,418.6,1674.4
2864,Beauty,2383.24,30,5,New,East,714.97,1668.27,8341.35
2865,Beauty,3427.28,15,9,New,East,514.09,2913.19,26218.71
2866,Sports,4177.91,10,3,Returning,North,417.79,3760.12,11280.36
2867,Home,2347.96,25,1,New,North,586.99,1760.97,1760.97
2868,Beauty,3008.67,50,3,New,South,1504.34,1504.33,4512.99
2869,Clothing,1409.99,10,4,Returning,North,141.0,1268.99,5075.96
2870,Clothing,3264.99,40,2,New,North,1306.0,1958.99,3917.98
2871,Home,4931.26,25,1,New,West,1232.82,3698.44,3698.44
2872,Electronics,340.36,15,1,Returning,South,51.05,289.31,289.31
2873,Electronics,4444.0,20,8,New,West,888.8,3555.2,28441.6
2874,Electronics,2855.18,10,4,New,West,285.52,2569.66,10278.64
2875,Clothing,1335.28,5,2,Returning,North,66.76,1268.52,2537.04
2876,Electronics,4778.96,50,3,Returning,West,2389.48,2389.48,7168.44
2877,Sports,2468.44,10,8,Returning,East,246.84,2221.6,17772.8
2878,Beauty,1725.28,25,6,New,East,431.32,1293.96,7763.76
2879,Clothing,989.34,20,8,New,East,197.87,791.47,6331.76
2880,Home,1297.82,40,5,New,South,519.13,778.69,3893.45
2881,Home,4180.96,20,3,New,South,836.19,3344.77,10034.31
2882,Beauty,3110.61,40,6,New,East,1244.24,1866.37,11198.22
2883,Clothing,4574.9,20,8,New,East,914.98,3659.92,29279.36
2884,Electronics,1236.65,25,5,New,West,309.16,927.49,4637.45
2885,Electronics,693.58,20,5,New,South,138.72,554.86,2774.3
2886,Sports,129.83,5,3,New,North,6.49,123.34,370.02
2887,Sports,2588.52,25,3,New,North,647.13,1941.39,5824.17
2888,Electronics,4991.7,30,8,Returning,South,1497.51,3494.19,27953.52
2889,Home,3505.33,10,1,New,West,350.53,3154.8,3154.8
2890,Home,1611.13,10,4,Returning,East,161.11,1450.02,5800.08
2891,Sports,4396.61,30,9,New,West,1318.98,3077.63,27698.67
2892,Beauty,3930.44,15,6,Returning,West,589.57,3340.87,20045.22
2893,Electronics,175.53,5,6,Returning,South,8.78,166.75,1000.5
2894,Sports,4102.62,50,7,Returning,East,2051.31,2051.31,14359.17
2895,Sports,1572.58,50,7,New,South,786.29,786.29,5504.03
2896,Electronics,833.4,25,6,New,South,208.35,625.05,3750.3
2897,Electronics,1209.02,5,9,Returning,West,60.45,1148.57,10337.13
2898,Home,2396.04,10,8,New,South,239.6,2156.44,17251.52
2899,Beauty,2181.85,20,8,Returning,South,436.37,1745.48,13963.84
2900,Beauty,1515.55,20,2,New,South,303.11,1212.44,2424.88
2901,Electronics,943.87,50,7,Returning,South,471.94,471.93,3303.51
2902,Clothing,3834.93,10,1,Returning,West,383.49,3451.44,3451.44
2903,Sports,4951.54,5,8,Returning,East,247.58,4703.96,37631.68
2904,Sports,3911.18,40,3,Returning,East,1564.47,2346.71,7040.13
2905,Electronics,1550.09,30,9,Returning,West,465.03,1085.06,9765.54
2906,Clothing,1299.56,50,5,New,North,649.78,649.78,3248.9
2907,Home,1166.56,10,7,New,South,116.66,1049.9,7349.3
2908,Electronics,769.81,25,7,Returning,West,192.45,577.36,4041.52
2909,Electronics,2801.52,20,9,New,North,560.3,2241.22,20170.98
2910,Sports,3066.46,20,2,New,North,613.29,2453.17,4906.34
2911,Electronics,3556.96,40,4,Returning,South,1422.78,2134.18,8536.72
2912,Electronics,3433.05,0,8,New,West,0.0,3433.05,27464.4
2913,Electronics,1532.43,0,5,New,South,0.0,1532.43,7662.15
2914,Sports,1718.52,10,5,Returning,North,171.85,1546.67,7733.35
2915,Home,3439.42,5,3,New,North,171.97,3267.45,9802.35
2916,Home,1812.29,5,5,Returning,South,90.61,1721.68,8608.4
2917,Electronics,1141.85,5,7,Returning,South,57.09,1084.76,7593.32
2918,Sports,1934.25,15,4,New,South,290.14,1644.11,6576.44
2919,Home,1433.21,0,8,Returning,East,0.0,1433.21,11465.68
2920,Home,532.73,50,6,New,West,266.36,266.37,1598.22
2921,Home,4167.68,20,6,Returning,West,833.54,3334.14,20004.84
2922,Sports,4280.25,20,6,Returning,West,856.05,3424.2,20545.2
2923,Sports,1176.78,50,4,Returning,North,588.39,588.39,2353.56
2924,Electronics,417.38,20,3,Returning,West,83.48,333.9,1001.7
2925,Beauty,3720.25,40,6,New,West,1488.1,2232.15,13392.9
2926,Home,1136.49,0,6,New,North,0.0,1136.49,6818.94
2927,Beauty,2027.83,0,2,New,North,0.0,2027.83,4055.66
2928,Sports,414.26,15,9,New,East,62.14,352.12,3169.08
2929,Sports,1208.72,40,4,New,North,483.49,725.23,2900.92
2930,Sports,3985.22,10,4,New,South,398.52,3586.7,14346.8
2931,Beauty,4041.54,0,8,Returning,East,0.0,4041.54,32332.32
2932,Sports,1114.72,50,3,New,North,557.36,557.36,1672.08
2933,Electronics,1745.98,50,7,New,West,872.99,872.99,6110.93
2934,Sports,757.77,50,7,New,East,378.88,378.89,2652.23
2935,Clothing,463.45,50,2,New,East,231.72,231.73,463.46
2936,Beauty,4961.64,5,3,New,West,248.08,4713.56,14140.68
2937,Clothing,3312.41,15,4,New,West,496.86,2815.55,11262.2
2938,Sports,2756.27,5,2,New,West,137.81,2618.46,5236.92
2939,Electronics,3850.94,30,9,New,South,1155.28,2695.66,24260.94
2940,Home,4216.38,10,6,Returning,East,421.64,3794.74,22768.44
2941,Sports,4052.9,50,1,New,South,2026.45,2026.45,2026.45
2942,Electronics,181.04,30,1,Returning,South,54.31,126.73,126.73
2943,Beauty,1015.36,40,8,New,West,406.14,609.22,4873.76
2944,Clothing,3309.04,50,6,New,North,1654.52,1654.52,9927.12
2945,Clothing,1941.22,40,7,New,South,776.49,1164.73,8153.11
2946,Clothing,4914.16,30,6,New,North,1474.25,3439.91,20639.46
2947,Beauty,3360.48,50,2,New,North,1680.24,1680.24,3360.48
2948,Electronics,4787.09,0,3,New,West,0.0,4787.09,14361.27
2949,Beauty,1087.09,15,8,New,North,163.06,924.03,7392.24
2950,Clothing,4333.39,15,4,New,South,650.01,3683.38,14733.52
2951,Sports,1674.63,20,8,Returning,North,334.93,1339.7,10717.6
2952,Home,4948.87,40,3,Returning,South,1979.55,2969.32,8907.96
2953,Beauty,872.67,0,2,Returning,West,0.0,872.67,1745.34
2954,Beauty,2630.07,25,7,New,South,657.52,1972.55,13807.85
2955,Electronics,3984.94,50,1,New,North,1992.47,1992.47,1992.47
2956,Electronics,2219.95,40,3,New,South,887.98,1331.97,3995.91
2957,Beauty,2393.61,5,2,Returning,North,119.68,2273.93,4547.86
2958,Clothing,4933.14,30,5,Returning,North,1479.94,3453.2,17266.0
2959,Home,2184.01,20,2,New,West,436.8,1747.21,3494.42
2960,Electronics,3059.95,5,5,Returning,North,153.0,2906.95,14534.75
2961,Clothing,367.24,0,3,Returning,East,0.0,367.24,1101.72
2962,Sports,4226.83,5,9,New,South,211.34,4015.49,36139.41
2963,Electronics,3276.02,25,9,Returning,East,819.0,2457.02,22113.18
2964,Clothing,2079.7,40,8,Returning,East,831.88,1247.82,9982.56
2965,Clothing,179.23,10,5,New,South,17.92,161.31,806.55
2966,Home,2999.18,20,7,Returning,West,599.84,2399.34,16795.38
2967,Home,162.02,5,2,New,South,8.1,153.92,307.84
2968,Sports,105.9,40,3,New,West,42.36,63.54,190.62
2969,Clothing,3118.88,15,2,Returning,North,467.83,2651.05,5302.1
2970,Clothing,1026.18,25,1,New,East,256.54,769.64,769.64
2971,Home,1040.25,10,3,Returning,South,104.02,936.23,2808.69
